Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Jordan,JOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,4.920000076,4.659999847,5.039999962,3.670000076,3.589999914,3.099999905,3.400000095,3.5,3.5,3.799999952,3.450000048,3.452820063,3.228539944,2.984810114,2.988470078,3.670000076,3.211380005,
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.460119963,3.400820017,3.408989906,3.466629982,3.426110029,3.314939976,3.276679993,3.279340029,3.27241993,,3.599519968,3.605279922,3.64741993,3.624969959,3.551589966,3.269819736,3.146430016,3.130579948,3.077820063,3.157249928,3.420000076,,
Kazakhstan,KAZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.25661993,,3.029700041,,2.25590992,2.263530016,2.626780033,2.831389904,2.589459896,3.060719967,3.462260008,3.493520021,3.901690006,3.437370062,3.421649933,2.788579941,2.978100061,2.750819921,2.615950108,2.856970072,4.446203709,,
Kenya,KEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.186729908,5.206210136,6.171999931,6.494269848,6.796929836,7.335649967,7.049839973,,,,4.815489769,4.700129986,4.931210041,4.837210178,4.717299938,4.743500233,4.895180225,4.963089943,5.107619762,4.97439003,5.079969883,4.799039841,
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.50838995,3.854180098,4.445459843,4.475419998,4.622439861,4.873839855,5.549860001,6.467000008,5.913189888,6.232679844,5.818830013,6.79061985,7.384230137,6.780200005,5.531599998,5.985509872,6.586150169,6.026189804,5.552670002,5.366749763,6.214864731,,
Cambodia,KHM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.666810036,1.722219944,1.711210012,,1.719820023,,,1.599300027,,1.665680051,1.533789992,1.510689974,1.618397832,1.647064209,1.674574018,1.925035596,2.06424737,2.316151857,2.578059435,2.89662981,3.126306534,,
Kiribati,KIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,11.18587017,11.98812008,,,,,,,,,,12.97000027,13.38438034,12.02653027,11.23237038,9.862959862,10.09358978,10.86316013,11.96829033,12.39466,,,
St. Kitts and Nevis,KNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.740389824,4.421549797,3.920510054,3.790990114,3.971349955,3.831449986,4.059279919,4.193809986,,,,,3.63049674,3.817313433,3.856778622,2.643460035,4.150000095,4.25,4.420000076,4.300000191,3.398791552,2.448620081,
"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,2.869999886,2.839999914,,,,,4.454237938,4.333099842,4.328239918,4.458079815,4.684659958,,,
Kuwait,KWT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,6.585830212,6.551109791,,5.535069942,4.738339901,3.759979963,2.579999924,2.769999981,3.579999924,3.569999933,3.420000076,3.75,3.880000114,4.400000095,4.771480083,5.847710133,6.36548996,6.38917017,6.49243021,6.551259995,,
Latin America & Caribbean (excluding high income),LAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.948930025,4.04286015,3.883855104,3.535049915,3.974479914,,4.128210068,4.272805214,4.832239866,5.325745106,4.926769972,4.916270018,4.643070221,4.878550053,4.789110184,4.470389843,4.362750053,4.518219948,4.449100018,4.365939856,4.618700027,,
Lao PDR,LAO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.503690004,1.990280032,2.825220108,,2.413000107,2.414089918,2.958790064,3.078419924,2.27854991,1.654850006,1.709789991,1.708019972,1.821470022,3.233809948,2.937809944,2.736897945,2.774429798,2.497972727,2.335012197,2.475329638,2.299760103,,
Lebanon,LBN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,2.841480017,2.552710056,,2.640949965,2.646189928,2.779759884,2.583570004,2.014790058,1.765709996,1.613309979,1.652519941,2.148089886,2.432450056,2,2.099999905,2.123929977,2.132940054,2.524470091,2.592020035,1.690000057,,
Liberia,LBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,1.701660037,,,2.239857674,1.777119994,1.690780044,2.200050116,2.170830011,2.14812994,2.663300037,2.503910065,2.270390034,2.309289932,2.692179918,
Libya,LBY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,5.707330227,,3.534490108,3.436460018,4.238959789,4.696690083,,4.483530045,3.067660093,3.482899904,3.588239908,3.272989988,3.85984993,3.880690098,3.867729902,5.208280087,3.633480072,3.335669994,3.266060114,3.575210094,,
Latin America & Caribbean,LCN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.77583003,3.844680071,3.883855104,3.535049915,3.745604992,,3.792889953,3.855165124,4.639089823,5.325745106,4.83382988,4.410675049,4.545767069,4.84394002,4.760030031,4.470389843,4.257341385,4.357699871,4.351660013,4.225659847,4.246679783,,
Least developed countries: UN classification,LDC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.593400002,2.682824969,2.59414494,,2.812619925,2.84849,2.830970049,,2.750200033,3.014635086,3.450384974,3.269814968,3.253409982,3.259230018,3.122920036,3.214390039,2.899100065,3.126460075,3.13677001,3.10431993,3.049685001,,
Low income,LIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.593400002,,,,3.077780008,2.84849,,,2.554339886,2.882565022,3.046944976,3.269814968,3.319999933,3.369554996,3.648190022,3.255800009,3.009330034,3.126460075,3.26137495,3.237070084,3.002110004,,
Liechtenstein,LIE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,2.46013999,2.433330059,,2.053809881,1.921190023,2.048369884,,,2.556040049,,,,,,,,,,,
Sri Lanka,LKA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,2.25999999,2.329999924,2.25999999,1.980000019,2.055900097,1.717740059,1.808609962,1.496170044,1.621070027,1.932880044,2.22874999,3.449199915,2.799249887,2.135390043,1.929999948,,,
Lower middle income,LMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.975150108,,2.89222002,3.12451005,3.077780008,3.276695013,3.40350008,3.24584496,3.859465003,3.960760117,3.857965112,3.842619896,3.712440014,4.122529984,3.824160099,4.078430176,4.101970196,4.085539818,3.866110086,3.596839905,4.111616611,,
Low & middle income,LMY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.343394995,3.503420115,3.208319902,3.306120038,3.227519989,3.364639997,3.492980003,3.461949944,3.650000095,3.867880106,3.689985037,3.79618001,3.603159904,3.824398518,3.945374966,3.886928082,3.825239897,3.80347991,3.865081668,3.639835,3.84384501,,
Lesotho,LSO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,10.09154987,9.365050316,10.10044956,13.21957016,11.10900974,12.07966042,11.27128029,,12.32952023,,,8.165100098,7.666059971,7.29226017,7.198599815,9,7.760749817,8.156889915,7.285359859,7.991710186,7.669360161,8.70263958,
Late-demographic dividend,LTE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.853990078,3.894940019,4.093044996,4.209569931,4.079349995,3.771929979,3.862800002,4.149539948,4.101749897,4.630249977,4.539659977,4.407498121,4.370389938,4.686655045,4.584980011,4.512319803,4.363810062,4.318223953,4.346334934,4.156610012,4.389126778,,
Lithuania,LTU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,5.84758997,5.800079823,5.114180088,5.174280167,4.878399849,4.825729847,4.595210075,4.839900017,5.585239887,5.297860146,5.113430023,4.758029938,4.602330208,4.486579895,4.227190018,4.004310131,3.812200069,3.892930031,3.972150087,,,
Luxembourg,LUX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,3.539730072,,,,,,,,,5.28915453,5.123529434,3.87816,3.905838013,3.855690002,3.767920017,3.485594988,3.48645997,3.647490025,3.719820023,4.96999979,,
Latvia,LVA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.274270058,5.446959972,5.602540016,5.057149887,4.834060192,,4.684669971,4.633289814,5.366449833,5.522659779,5.03881979,5.071619987,6.582709789,6.996970177,5.281229973,5.282519817,4.65749979,4.366710186,4.243569851,4.425079823,5.96999979,,
"Macao SAR, China",MAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.314389944,2.71446991,2.842959881,2.780169964,2.23348999,2.277879953,2.193860054,2.043450117,2.196409941,2.533230066,2.618489981,2.675280094,3.325160027,2.050489902,2.048530102,3.002470016,3.099529982,2.706429958,2.728780031,3.05862999,6.300000191,,
St. Martin (French part),MAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,5.342150211,5.260640144,,,6.042975903,,5.933515072,4.645979881,5.491933823,5.118319988,5.348849773,5.931359768,6.754300117,,
Monaco,MCO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.255360007,,,,1.243860006,,,,,1.354590058,1.31735003,1.589890003,1.780040026,1.334400058,1.021950006,,1.370929956,1.457929969,,1.152660012,,,
Moldova,MDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.486390114,4.846849918,5.497910023,5.424890041,6.771039963,7.162700176,7.498990059,8.293370247,8.237270355,9.509759903,7.592299938,7.136380196,6.983389854,5.909759998,6.266019821,5.805689812,5.608449936,5.618440151,5.439730167,6.103789806,6.388720036,,
Madagascar,MDG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.438689947,2.70720005,2.231790066,2.610949993,2.812619925,3.309639931,2.830970049,2.902740002,2.554339886,2.825129986,2.75,2.381680012,2.340670109,1.776939988,2.381230116,2.210119963,2.687190056,2.701370001,2.844099998,2.994859934,3.095710039,,
Maldives,MDV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,5.791860104,5.324069977,4.661600113,5.016839981,4.64523983,4.417880058,4.470290184,5.081689835,3.633280039,3.080729961,3.34085989,3.388299942,3.088589907,3.887510061,3.686990023,3.887470007,3.912489891,4.121590137,5.800467014,,
Middle East & North Africa,MEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,6.201849937,,,5.371479988,4.794429779,4.619999886,4.730759859,4.282284975,4.015094876,4.050701737,3.484970093,3.75,4.073840141,4.025694966,4.2104249,4.710000038,4.255970001,5.207230091,3.86736989,3.774935007,,
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.992439985,4.24104023,4.454959869,5.072579861,4.726709843,4.845689774,4.699920177,4.690509796,4.82006979,5.187940121,5.159220219,5.105649948,5.103099823,4.696050167,5.257470131,5.229420185,4.90681982,4.518219948,4.254220009,,,,
Marshall Islands,MHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,8.208979607,11.81980038,,,,,17.55999947,23.27000046,20.59000015,19.70999908,15.59000015,15.98999977,15.67000008,17.62999916,15.27999973,15.22000027,15.19999981,15.75,13.62500381,,
Middle income,MIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.511209965,3.605900049,3.271494985,3.574229956,3.467110038,3.815969944,3.759444952,3.603149891,3.948650002,4.342420101,3.857969999,3.89854002,3.793100119,4.058229923,4.048404455,4.023880124,4.091555119,4.085539818,3.928489923,3.808640003,4.122873306,,
North Macedonia,MKD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,3.300149918,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.971560001,2.658449888,2.896229982,3.805599928,3.859220028,3.52218008,,,3.403559923,3.869040012,3.343889952,3.754230022,3.479490042,3.284650087,3.648190022,3.801520109,3.094779968,3.789769888,3.90557003,3.484100103,3.763430119,4.401480198,
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,4.143050194,,4.434929848,,,5.947500229,5.501210213,5.070390224,6.250040054,7.696129799,6.345459938,7.579239845,7.004209995,5.023980141,5.084459782,4.651629925,5.136470795,4.988059998,5.869999886,,
Myanmar,MMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,0.899999976,0.850319982,1.600000024,2.099999905,1.899999976,2.099999905,1.899999976,2.32633996,2.157480001,2.139869928,,,
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,4.619999886,4.864709854,4.33701992,5.130139828,3.709180117,3.484970093,4.742109776,4.122529984,4.25138998,4.2104249,4.380000114,3.790400028,3.955359936,,,,
Montenegro,MNE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.550370216,,7.210780144,,4.325729847,,,4.690130234,,5.144849777,4.645100117,4.60902977,5.961985111,5.24104023,5.428256035,4.387156487,5.200432777,4.318223953,9.859838486,11.78094101,4.659912109,,
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,3.326699972,4.00578022,3.871469975,,,,5.952929974,6.260409832,5.672160149,6.115330219,6.876329899,6.010829926,5.865039825,5.505559921,5.452189922,6.084420204,6.260590076,,
Mauritania,MRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,2.106839895,2.277149916,2.365010023,1.950799942,,1.958510041,,,,,2.331020117,2.158210039,2.293540001,2.557964325,2.829566002,1.944059968,,,1.824370027,1.881160021,,
Mauritius,MUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.769109964,3.114860058,3.060899973,4.415830135,4.31306982,4.078199863,3.697510004,3.185400009,3.063070059,3.047310114,3.551470041,3.332070112,3.418200016,3.61578989,4.916950226,4.886670113,5.013599873,5.02312994,4.834589958,4.719299793,4.608170033,4.877280235,
Malawi,MWI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.247970104,4.508979797,,3.215660095,,,,,,,3.539799929,4.152619839,3.679863691,5.41617012,4.839839935,5.608660221,4.748569965,4.031330109,3.3229599,3.711319923,2.907619953,,
Malaysia,MYS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.971610069,7.484469891,7.657929897,7.502880096,5.923890114,,4.485760212,4.372539997,3.958519936,5.974180222,4.966450214,5.76293993,5.739029884,5.481200218,5.212639809,4.894869804,4.751920223,4.675310135,4.478650093,4.156610012,3.916970015,,
North America,NAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.423319817,4.953030109,4.993080139,,,4.765880108,,4.766409874,4.62612009,4.840579987,6.03817153,5.891807795,5.484221935,5.419970751,5.490489006,4.846395016,4.80728507,5.034595013,4.900655031,4.880820036,5.610000134,,
Namibia,NAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.901780128,6.888869762,6.742330074,6.137139797,,,6.031710148,,6.403429985,,8.243300438,7.397809982,7.793399811,8.609330177,9.577850342,9.850769997,10.63879967,9.708669662,8.881119728,8.92702961,9.446900368,9.640489578,
New Caledonia,NCL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.565020084,2.279819965,2.401340008,1.937059999,,,2.558520079,3.014620066,2.723119974,3.335880041,2.721950054,3.077620029,3.18682003,3.689529896,5.103680134,4.486690044,2.958430052,2.578180075,3.457279921,3.527529955,3.837610006,,
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,0.466383696,0.582609355,0.545457304,0.525614321,,,,,,,,,
Nicaragua,NIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.001600027,,2.391010046,2.422009945,,,,,,,4.484240055,,,,4.0832901,4.078430176,4.081140041,4.357699871,4.46999979,4.599999905,4.630000114,,
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.585120201,4.699649811,4.805900097,5.040420055,5.062970161,5.109399796,5.044020176,4.886829853,5.029049873,5.43156004,5.489089966,5.463039875,5.410220146,5.52655983,5.458899975,5.34815979,5.479599953,5.17509985,5.357649803,5.159860134,5.300000191,,
Norway,NOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.467269897,6.830629826,7.437290192,7.416359901,7.298270226,6.865069866,6.382760048,6.534399986,6.285220146,7.10337019,6.746339798,6.454520226,7.374700069,7.485350132,7.695040226,7.569330215,8.030550003,7.911980152,7.644110203,7.938389778,5.900000095,,
Nepal,NPL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.975150108,3.708379984,3.152839899,3.11435008,3.171940088,3.364639997,3.605360031,3.517210007,3.805170059,4.663760185,3.631720066,3.842619896,3.5289886,3.20268631,3.485994101,3.294253588,3.477112293,3.52892375,3.664405584,3.485680819,4.183101177,,
Nauru,NRU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,4.246150017,,,,,,,5.498093605,5.59442997,6.195280075,6.616189957,5.877160072,5.596539974,5.167049885,7.091695309,
New Zealand,NZL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,6.560490131,6.406990051,6.437530041,6.512030125,6.278960228,5.95276022,5.919650078,5.511449814,6.288169861,7.000390053,6.939690113,7.159930229,6.701550007,6.342430115,6.325059891,6.411789894,6.259739876,6.048500061,5.163720131,5.980000019,,
OECD members,OED,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.657660007,4.931009769,5.157330036,5.114180088,4.890629768,4.929180145,4.81757021,4.702960014,4.886970043,5.43156004,5.384429932,5.113430023,4.956580162,5.229239941,5.124000072,4.945930004,4.87302494,4.955770016,4.900655031,4.988709927,5.25999999,,
Oman,OMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.200239897,4.020319939,4.325069904,3.896990061,4.02835989,3.517210007,3.859339952,,,4.187739849,4.796302795,4.459726334,4.797989845,4.98458004,,,,5.840189934,5.207230091,5.413209915,,,
Other small states,OSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.339459896,5.033349991,4.937739849,5.816770077,5.139179945,6.286670208,6.180989981,,5.943734884,5.960050106,4.539659977,4.51336503,4.112580061,4.458860159,4.655640125,5.144189835,5.15763998,4.992224932,4.834589958,4.719299793,4.608170033,,
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.837820053,,,,1.767590046,2.049720049,2.395509958,2.635270119,2.746229887,2.59078002,2.286870003,2.221750021,2.13628006,2.493439913,2.465929985,2.650019884,3.002919912,2.89951992,2.597406626,2.507550001,2.365718365,2.377573013,
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.759689808,4.105879784,4.1916399,4.168700218,3.578660011,,,,3.50229001,,,3.159009933,,3.400000095,2.816824436,2.836289883,2.846080065,2.882240057,2.88293004,3.127360106,3.906069994,,
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.228029966,3.037120104,2.820569992,2.937799931,2.957870007,2.839030027,2.652810097,2.629400015,2.867749929,3.139940023,2.867300034,2.663500071,2.92276001,3.297290087,3.695990086,3.969330072,3.813169956,3.931309938,3.714299917,3.819960117,4.246679783,3.981780052,
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.164400101,2.92463994,2.89222002,2.935179949,2.469830036,2.328069925,2.425790071,2.485179901,2.582829952,2.537770033,2.309999943,2.499905825,2.517289162,3.019999981,2.933717251,3.518517017,3.034224272,3.971154451,3.864053249,3.355791569,3.734810591,,
Palau,PLW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.017979622,7.70720005,7.521989822,,,,,,6.239999771,7.570000172,7.760000229,7.53000021,7.650000095,6.889999866,6.550000191,5.710000038,5.860000134,6.590000153,6.53000021,6.809999943,,,
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,1.964930058,1.874830008,1.677749991,1.350000024,,
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.983930111,5.319029808,5.387350082,5.32449007,5.355579853,5.425749779,5.207650185,4.868740082,5.042399883,4.989769936,5.063020229,4.824969769,4.829549789,4.970620155,4.935540199,4.809939861,4.633399963,4.558460236,4.615799904,4.669209957,5.190000057,,
Pre-demographic dividend,PRE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.514185071,2.471509933,2.594419956,,2.862190008,2.796979904,2.56340003,,2.690000057,3.089270115,3.382604957,3.029999971,3.134364963,3.327510118,3.172749996,3.282579899,3.009330034,3.535589933,3.219864964,3.484100103,3.166160107,,
Puerto Rico,PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,6.481080055,6.072659969,4.678120613,4.257341385,3.960939884,3.649907589,3.55616951,3.389361382,3.603580713,
"Korea, Dem. People's Rep.",PRK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.163849831,5.33713007,5.258719921,5.281529903,5.046380043,5.073949814,4.907670021,4.921470165,4.696090221,5.563149929,5.412489891,5.123330116,4.949409962,5.270969868,5.124000072,4.885540009,4.770905972,5.015610218,4.675159931,4.630020142,5.010000229,,
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.230209827,3.833570004,3.407730103,3.382760048,2.869899988,,,2.739510059,,,2.770720005,3.692820072,3.668790102,4.809329987,4.789110184,3.338150024,3.434979916,3.08968997,3.283200026,3.469710112,3.3036201,,
West Bank and Gaza,PSE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,6.191679955,5.335279942,4.742109776,4.89467001,,4.663219929,4.982960224,4.721539974,5.318870068,,,,
Pacific island small states,PSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.868400097,4.871194839,5.164219856,5.197854996,5.123760223,5.073949814,4.973259926,4.886829853,4.839900017,5.065419912,5.384429932,5.11838007,4.949409962,5.009419918,4.941884041,4.920534372,4.827825069,4.91170001,4.900655031,4.944884777,5.194999933,,
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.725980043,3.200190067,3.846560001,3.373939991,3.462589979,3.971879959,,,4.22755003,3.413150072,4.539659977,4.012239933,3.50744009,4.073840141,3.605350018,,,2.967459917,,2.803780079,3.233669996,,
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.868629932,3.266289949,3.504129887,3.543970108,3.312730074,3.500390053,4.306509972,4.149539948,4.097199917,4.002130032,3.493609905,3.061369896,2.963799953,3.051739931,3.121220112,3.109630108,2.979890108,3.095390081,3.344749928,3.583189964,3.690000057,,
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.93979001,3.106019974,3.835020065,3.678539991,3.547869921,3.771929979,3.866260052,,4.101749897,,3.880484104,4.708928108,3.793100119,3.763829947,4.013879776,3.834029913,3.760440111,4.689909935,4.678199768,3.517245054,3.730000019,,
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.436359882,4.827859879,,,,,,3.987420082,3.504080057,,4.633840084,4.385980129,4.423520088,4.744919777,4.19878006,3.649159908,3.436729908,3.126460075,3.073750019,3.237070084,3.330549955,3.821559906,
South Asia,SAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.550115108,,,3.11435008,2.556040049,2.569999933,2.647755027,2.635270119,2.746229887,2.934514999,3.377690077,2.841879964,2.728139997,2.848063111,2.465929985,2.952909946,3.463156104,3.136415005,2.898598313,2.860664964,2.860859394,,
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.90982008,7.718870163,7.636889935,7.105090141,6.277460098,5.430920124,5.891170025,,5.13781023,,,,,,,,8.5104599,8.016429901,7.085810184,6.7947402,7.809309959,,
Sudan,SDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.012179971,,1.164250016,,1.312549949,1.178429961,1.553539991,,1.851500034,2.022130013,,,,,,,,,,,,,
Senegal,SEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.463350058,2.471509933,2.594419956,2.751250029,3.077780008,4.064430237,3.8213799,,4.025680065,4.920730114,5.217740059,4.903029919,4.776989937,5.686560154,5.720210075,5.45637989,5.113090038,4.624969959,4.8582201,5.348879814,5.497859955,,
Singapore,SGP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.32130003,3.542490005,3.878530025,3.981940031,3.652760029,3.195960045,2.859119892,2.946749926,2.764600039,3.010129929,3.080440044,3.030770063,3.070859909,2.85435009,2.92437005,2.863090038,2.874830008,2.768260002,2.855979919,2.736210108,2.506659985,2.806462288,
Solomon Islands,SLB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,8.2208004,7.656330109,7.288499832,7.931739807,8.125189781,8.087030411,10.17469978,9.812000275,10.13490009,12,12.10999966,10.81000042,11.13000011,12.75,,
Sierra Leone,SLE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.949369907,3.432719946,3.54527998,3.260610104,3.107130051,2.796979904,,2.558510065,2.413170099,2.778140068,2.588639975,2.668900013,2.872040033,2.379810095,2.662919998,3.057290077,3.060230017,4.660960197,6.989630222,7.44701004,8.809550285,9.08673954,
El Salvador,SLV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.838680029,,3.242840052,3.134670019,,3.177850008,3.492980003,3.60984993,4.458109856,4.659500122,4.048079967,3.89854002,3.712440014,3.801490068,3.824160099,3.909879923,3.825239897,3.725229979,3.605750084,3.385159969,4.070828438,,
